COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
683,Manassas,Virginia,37821,38.753009,-77.474795
685,Manassas Park,Virginia,14273,38.772139,-77.448892
690,Martinsville,Virginia,13821,36.683587,-79.86482
700,Newport News,Virginia,180719,37.089637,-76.495942
710,Norfolk,Virginia,242803,36.891356,-76.262277
720,Norton,Virginia,3958,36.938169,-82.624348
730,Petersburg,Virginia,32420,37.210514,-77.396848
735,Poquoson,Virginia,12150,37.131625,-76.381322
740,Portsmouth,Virginia,95535,36.833227,-76.35389
750,Radford,Virginia,16408,37.128676,-80.558831
760,Richmond,Virginia,204214,37.53579,-77.466976
770,Roanoke,Virginia,97032,37.278728,-79.960131
775,Salem,Virginia,24802,37.286115,-80.05573
790,Staunton,Virginia,23746,38.157796,-79.077956
800,Suffolk,Virginia,84585,36.776711,-76.556872
810,Virginia Beach,Virginia,437994,36.821554,-76.099445
820,Waynesboro,Virginia,21006,38.072013,-78.896755
830,Williamsburg,Virginia,14068,37.275866,-76.713075
840,Winchester,Virginia,26203,39.175174,-78.170343
1,Adams,Washington,18728,46.865676,-119.02242
3,Asotin,Washington,21623,46.388456,-117.067274
5,Benton,Washington,175177,46.229004,-119.276099
7,Chelan,Washington,72453,47.530217,-120.344707
9,Clallam,Washington,71404,48.094258,-123.451968
11,Clark,Washington,425363,45.679487,-122.561881
13,Columbia,Washington,4078,46.325941,-117.975741
15,Cowlitz,Washington,102410,46.137731,-122.899958
17,Douglas,Washington,38431,47.511897,-120.172826
19,Ferry,Washington,7551,48.622195,-118.531788
21,Franklin,Washington,78163,46.304218,-119.11931
23,Garfield,Washington,2266,46.476155,-117.576254
25,Grant,Washington,89120,47.141696,-119.469973
27,Grays Harbor,Washington,72797,46.991374,-123.76763
29,Island,Washington,78506,48.206288,-122.576588
31,Jefferson,Washington,29872,48.008216,-122.825295
33,King,Washington,1931249,47.54832,-122.229983
35,Kitsap,Washington,251133,47.613056,-122.632791
37,Kittitas,Washington,40915,47.047742,-120.623911
39,Klickitat,Washington,20318,45.797495,-121.132931
41,Lewis,Washington,75455,46.617975,-122.832505
43,Lincoln,Washington,10570,47.633857,-118.325118
45,Mason,Washington,60699,47.287955,-123.036931
47,Okanogan,Washington,41120,48.446246,-119.578336
49,Pacific,Washington,20920,46.528108,-123.896075
51,Pend Oreille,Washington,13001,48.286333,-117.222011
53,Pierce,Washington,795225,47.179454,-122.410936
55,San Juan,Washington,15769,48.576187,-122.980165
57,Skagit,Washington,116901,48.466681,-122.335882
59,Skamania,Washington,11066,45.691397,-121.925675
61,Snohomish,Washington,713335,47.929139,-122.189388
63,Spokane,Washington,471221,47.681186,-117.37087
65,Stevens,Washington,43531,48.279486,-117.810545
67,Thurston,Washington,252264,46.999073,-122.840989
69,Wahkiakum,Washington,3978,46.236785,-123.428851
71,Walla Walla,Washington,58781,46.077821,-118.390182
73,Whatcom,Washington,201140,48.820552,-122.485318
75,Whitman,Washington,44776,46.797297,-117.221303
77,Yakima,Washington,243231,46.515822,-120.41619
1,Barbour,West Virginia,16589,39.109653,-80.004972
3,Berkeley,West Virginia,104169,39.457075,-77.982455
5,Boone,West Virginia,24629,38.054143,-81.752712
7,Braxton,West Virginia,14523,38.691193,-80.728585
9,Brooke,West Virginia,24069,40.308456,-80.58577
11,Cabell,West Virginia,96319,38.413495,-82.338233
13,Calhoun,West Virginia,7627,38.85054,-81.104298
15,Clay,West Virginia,9386,38.468912,-81.103578
17,Doddridge,West Virginia,8202,39.287426,-80.72175
19,Fayette,West Virginia,46039,38.033101,-81.13355
21,Gilmer,West Virginia,8693,38.924402,-80.827613
23,Grant,West Virginia,11937,39.061384,-79.162438
25,Greenbrier,West Virginia,35480,37.855598,-80.493567
27,Hampshire,West Virginia,23964,39.327538,-78.611263
29,Hancock,West Virginia,30676,40.479465,-80.569498
31,Hardy,West Virginia,14025,39.037706,-78.881937
33,Harrison,West Virginia,69099,39.287945,-80.343216
35,Jackson,West Virginia,29211,38.840404,-81.712041
37,Jefferson,West Virginia,53498,39.315195,-77.847656
39,Kanawha,West Virginia,193063,38.361943,-81.652953
41,Lewis,West Virginia,16372,39.03246,-80.471273
43,Lincoln,West Virginia,21720,38.199035,-82.066952
45,Logan,West Virginia,36743,37.856637,-81.971518
47,McDowell,West Virginia,22113,37.389931,-81.658541
49,Marion,West Virginia,56418,39.486129,-80.181612
51,Marshall,West Virginia,33107,39.926441,-80.7045
53,Mason,West Virginia,27324,38.826465,-82.059748
55,Mercer,West Virginia,62264,37.352463,-81.140806
57,Mineral,West Virginia,28212,39.465107,-78.909946
59,Mingo,West Virginia,26839,37.705418,-82.157458
61,Monongalia,West Virginia,96189,39.636196,-79.959809
63,Monroe,West Virginia,13502,37.528463,-80.636561
65,Morgan,West Virginia,17541,39.581071,-78.223556
67,Nicholas,West Virginia,26233,38.275855,-80.775451
69,Ohio,West Virginia,44443,40.078993,-80.672339
71,Pendleton,West Virginia,7695,38.672518,-79.337502
73,Pleasants,West Virginia,7605,39.383419,-81.19208
75,Pocahontas,West Virginia,8719,38.286867,-80.024122
77,Preston,West Virginia,33520,39.495471,-79.676099
79,Putnam,West Virginia,55486,38.475729,-81.926568
81,Raleigh,West Virginia,78859,37.770284,-81.202994
83,Randolph,West Virginia,29405,38.869406,-79.872569
85,Ritchie,West Virginia,10449,39.213934,-81.044436
87,Roane,West Virginia,14926,38.729491,-81.346321
89,Summers,West Virginia,13927,37.666908,-80.847554
91,Taylor,West Virginia,16895,39.337291,-80.064419
93,Tucker,West Virginia,7141,39.11173,-79.607202
95,Tyler,West Virginia,9208,39.508846,-80.925137
97,Upshur,West Virginia,24254,38.953837,-80.228779
99,Wayne,West Virginia,42481,38.261889,-82.491282
101,Webster,West Virginia,9154,38.469808,-80.479615
103,Wetzel,West Virginia,16583,39.62681,-80.758633
105,Wirt,West Virginia,5717,39.052702,-81.392132
107,Wood,West Virginia,86956,39.266169,-81.530388
109,Wyoming,West Virginia,23796,37.628554,-81.564644
1,Adams,Wisconsin,20875,43.944401,-89.782239
3,Ashland,Wisconsin,16157,46.470378,-90.783551
5,Barron,Wisconsin,45870,45.436158,-91.815595
7,Bayfield,Wisconsin,15014,46.588678,-91.102103
9,Brown,Wisconsin,248007,44.497198,-88.031843
11,Buffalo,Wisconsin,13587,44.379071,-91.743927
13,Burnett,Wisconsin,15457,45.833418,-92.413067
15,Calumet,Wisconsin,48971,44.149211,-88.258764
17,Chippewa,Wisconsin,62415,44.986588,-91.32738
19,Clark,Wisconsin,34690,44.784643,-90.547599
21,Columbia,Wisconsin,56833,43.46149,-89.367399
23,Crawford,Wisconsin,16644,43.159807,-91.011263
25,Dane,Wisconsin,488073,43.074343,-89.393883
27,Dodge,Wisconsin,88759,43.434231,-88.712346
29,Door,Wisconsin,27785,44.904102,-87.345365
31,Douglas,Wisconsin,44159,46.633029,-92.017477
33,Dunn,Wisconsin,43857,44.914467,-91.895108
35,Eau Claire,Wisconsin,98736,44.790413,-91.454948
37,Florence,Wisconsin,4423,45.852429,-88.237785
39,Fond du Lac,Wisconsin,101633,43.76493,-88.486885
41,Forest,Wisconsin,9304,45.561305,-88.806904
43,Grant,Wisconsin,51208,42.82529,-90.616057
45,Green,Wisconsin,36842,42.670633,-89.576089
47,Green Lake,Wisconsin,19051,43.844076,-89.013089
49,Iowa,Wisconsin,23687,42.982704,-90.126735
51,Iron,Wisconsin,5916,46.353147,-90.196635
53,Jackson,Wisconsin,20449,44.320474,-90.901558
55,Jefferson,Wisconsin,83686,43.040167,-88.784757
57,Juneau,Wisconsin,26664,43.842134,-90.100354
59,Kenosha,Wisconsin,166426,42.572633,-87.922956
61,Kewaunee,Wisconsin,20574,44.527541,-87.58979
63,La Crosse,Wisconsin,114638,43.858367,-91.208437
65,Lafayette,Wisconsin,16836,42.661836,-90.139042
67,Langlade,Wisconsin,19977,45.18444,-89.105771
69,Lincoln,Wisconsin,28743,45.285493,-89.686664
71,Manitowoc,Wisconsin,81442,44.104426,-87.723854
73,Marathon,Wisconsin,134063,44.908503,-89.710946
75,Marinette,Wisconsin,41749,45.221014,-87.846106
77,Marquette,Wisconsin,15404,43.813741,-89.41107
78,Menominee,Wisconsin,4232,44.913795,-88.641293
79,Milwaukee,Wisconsin,947735,43.032865,-87.959548
81,Monroe,Wisconsin,44673,43.942291,-90.640636
83,Oconto,Wisconsin,37660,44.8979,-88.147837
85,Oneida,Wisconsin,35998,45.708051,-89.490882
87,Outagamie,Wisconsin,176695,44.309508,-88.400738
89,Ozaukee,Wisconsin,86395,43.32038,-87.949891
91,Pepin,Wisconsin,7469,44.590724,-91.989241
93,Pierce,Wisconsin,41019,44.771766,-92.544547
95,Polk,Wisconsin,44205,45.406302,-92.478528
97,Portage,Wisconsin,70019,44.498175,-89.526902
99,Price,Wisconsin,14159,45.724747,-90.398474
101,Racine,Wisconsin,195408,42.734943,-87.926109
103,Richland,Wisconsin,18021,43.350327,-90.39055
105,Rock,Wisconsin,160331,42.651893,-89.03741
107,Rusk,Wisconsin,14755,45.448067,-91.127194
109,St. Croix,Wisconsin,84345,45.018036,-92.579597
111,Sauk,Wisconsin,61976,43.446515,-89.869597
113,Sawyer,Wisconsin,16557,45.936442,-91.346565
115,Shawano,Wisconsin,41949,44.787648,-88.68623
117,Sheboygan,Wisconsin,115507,43.733217,-87.820251
119,Taylor,Wisconsin,20689,45.173257,-90.412651
121,Trempealeau,Wisconsin,28816,44.292059,-91.360514
123,Vernon,Wisconsin,29773,43.605782,-90.836755
125,Vilas,Wisconsin,21430,45.984593,-89.499417
127,Walworth,Wisconsin,102228,42.664074,-88.540668
129,Washburn,Wisconsin,15911,45.847241,-91.834412
131,Washington,Wisconsin,131887,43.347344,-88.215167
133,Waukesha,Wisconsin,389891,43.034419,-88.236902
135,Waupaca,Wisconsin,52410,44.432371,-88.937106
137,Waushara,Wisconsin,24496,44.10115,-89.22596
139,Winnebago,Wisconsin,166994,44.100643,-88.540068
141,Wood,Wisconsin,74749,44.478782,-89.963901
1,Albany,Wyoming,36299,41.314993,-105.598281
3,Big Horn,Wyoming,11668,44.629497,-108.244578
5,Campbell,Wyoming,46133,44.254397,-105.494894
7,Carbon,Wyoming,15885,41.670117,-107.083924
9,Converse,Wyoming,13833,42.79411,-105.527589
11,Crook,Wyoming,7083,44.432535,-104.625297
13,Fremont,Wyoming,40123,43.013591,-108.608913
15,Goshen,Wyoming,13249,42.046971,-104.220514
17,Hot Springs,Wyoming,4812,43.661835,-108.230408
19,Johnson,Wyoming,8569,44.290845,-106.693517
21,Laramie,Wyoming,91738,41.153225,-104.773209
23,Lincoln,Wyoming,18106,42.580437,-110.841375
25,Natrona,Wyoming,75450,42.844218,-106.336877
27,Niobrara,Wyoming,2484,42.809987,-104.465879
29,Park,Wyoming,28205,44.615174,-108.97346
31,Platte,Wyoming,8667,42.10231,-104.928453
33,Sheridan,Wyoming,29116,44.781091,-106.974338
35,Sublette,Wyoming,10247,42.780901,-109.961153
37,Sweetwater,Wyoming,43806,41.580266,-109.295115
39,Teton,Wyoming,21294,43.494174,-110.784353
41,Uinta,Wyoming,21118,41.27186,-110.767519
43,Washakie,Wyoming,8533,44.012142,-107.911552
45,Weston,Wyoming,7208,43.910214,-104.312414
1,Adjuntas,Puerto Rico,19483,18.174108,-66.74199
3,Aguada,Puerto Rico,41959,18.362562,-67.176661
5,Aguadilla,Puerto Rico,60949,18.459398,-67.12828
7,Aguas Buenas,Puerto Rico,28659,18.249373,-66.121454
9,Aibonito,Puerto Rico,25900,18.13694,-66.268194
11,A'f1asco,Puerto Rico,29261,18.290647,-67.140971
13,Arecibo,Puerto Rico,96440,18.43921,-66.691714
15,Arroyo,Puerto Rico,19575,17.985863,-66.05435
17,Barceloneta,Puerto Rico,24816,18.443848,-66.558395
19,Barranquitas,Puerto Rico,30318,18.202273,-66.311191
21,Bayam'f3n,Puerto Rico,208116,18.372898,-66.167974
23,Cabo Rojo,Puerto Rico,50917,18.069879,-67.1571
25,Caguas,Puerto Rico,142893,18.226381,-66.045656
27,Camuy,Puerto Rico,35159,18.444129,-66.862184
29,Can'f3vanas,Puerto Rico,47648,18.358909,-65.894869
31,Carolina,Puerto Rico,176762,18.393375,-65.97144
33,Cata'f1o,Puerto Rico,28140,18.436525,-66.141011
35,Cayey,Puerto Rico,48119,18.118332,-66.151553
37,Ceiba,Puerto Rico,13631,18.262413,-65.656978
39,Ciales,Puerto Rico,18782,18.314399,-66.494215
41,Cidra,Puerto Rico,43480,18.172001,-66.15189
43,Coamo,Puerto Rico,40512,18.079352,-66.361039
45,Comer'edo,Puerto Rico,20778,18.225751,-66.223559
47,Corozal,Puerto Rico,37142,18.317295,-66.322888
49,Culebra,Puerto Rico,1818,18.310463,-65.301586
51,Dorado,Puerto Rico,38165,18.439872,-66.282724
53,Fajardo,Puerto Rico,36993,18.327485,-65.656334
54,Florida,Puerto Rico,12680,18.368262,-66.562452
55,Gu'e1nica,Puerto Rico,19427,17.984623,-66.91068
57,Guayama,Puerto Rico,45362,17.981258,-66.120889
59,Guayanilla,Puerto Rico,21581,18.032481,-66.792529
61,Guaynabo,Puerto Rico,97924,18.367069,-66.113696
63,Gurabo,Puerto Rico,45369,18.253943,-65.979058
65,Hatillo,Puerto Rico,41953,18.440744,-66.797784
67,Hormigueros,Puerto Rico,17250,18.141102,-67.121029
69,Humacao,Puerto Rico,58466,18.144804,-65.817109
71,Isabela,Puerto Rico,45631,18.474034,-67.018047
73,Jayuya,Puerto Rico,16642,18.216874,-66.592068
75,Juana D'edaz,Puerto Rico,50747,18.041996,-66.505893
77,Juncos,Puerto Rico,40290,18.223233,-65.913335
79,Lajas,Puerto Rico,25753,18.031994,-67.046649
81,Lares,Puerto Rico,30753,18.292344,-66.870586
83,Las Mar'edas,Puerto Rico,9881,18.241149,-66.993607
85,Las Piedras,Puerto Rico,38675,18.17997,-65.873506
87,Lo'edza,Puerto Rico,30060,18.419358,-65.869075
89,Luquillo,Puerto Rico,20068,18.361056,-65.723716
91,Manat'ed,Puerto Rico,44113,18.427182,-66.482836
93,Maricao,Puerto Rico,6276,18.175282,-66.953144
95,Maunabo,Puerto Rico,12225,18.010192,-65.905431
97,Mayag'fcez,Puerto Rico,89080,18.201082,-67.132903
99,Moca,Puerto Rico,40109,18.381092,-67.083973
101,Morovis,Puerto Rico,32610,18.328413,-66.412258
103,Naguabo,Puerto Rico,26720,18.218419,-65.74813
105,Naranjito,Puerto Rico,30402,18.293114,-66.250535
107,Orocovis,Puerto Rico,23423,18.221464,-66.40726
109,Patillas,Puerto Rico,19277,18.007119,-66.00392
111,Pe'f1uelas,Puerto Rico,24282,18.058204,-66.722077
113,Ponce,Puerto Rico,166327,18.021131,-66.618509
115,Quebradillas,Puerto Rico,25919,18.45386,-66.927221
117,Rinc'f3n,Puerto Rico,15200,18.333906,-67.234088
119,R'edo Grande,Puerto Rico,54304,18.366944,-65.827658
121,Sabana Grande,Puerto Rico,25265,18.070377,-66.950338
123,Salinas,Puerto Rico,31078,17.991594,-66.259374
125,San Germ'e1n,Puerto Rico,35527,18.095948,-67.041386
127,San Juan,Puerto Rico,395326,18.402313,-66.056102
129,San Lorenzo,Puerto Rico,41058,18.170504,-65.972529
131,San Sebasti'e1n,Puerto Rico,42430,18.334585,-66.980985
133,Santa Isabel,Puerto Rico,23274,17.9873,-66.395637
135,Toa Alta,Puerto Rico,74066,18.367213,-66.229829
137,Toa Baja,Puerto Rico,89609,18.42935,-66.202254
139,Trujillo Alto,Puerto Rico,74842,18.35075,-66.007967
141,Utuado,Puerto Rico,33149,18.268683,-66.705787
143,Vega Alta,Puerto Rico,39951,18.421374,-66.331461
145,Vega Baja,Puerto Rico,59662,18.439661,-66.398967
147,Vieques,Puerto Rico,9301,18.13457,-65.450017
149,Villalba,Puerto Rico,26073,18.12412,-66.486172
151,Yabucoa,Puerto Rico,37941,18.068328,-65.88672
153,Yauco,Puerto Rico,42043,18.044387,-66.859074
